/sys/class/nvme/nvme0/numa_node	-1
/sys/class/nvme/nvme0/model	00000001-0000-4000-8000-000000000001    
/sys/class/nvme/nvme0/dev	238:0
/sys/class/nvme/nvme0/fast_io_fail_tmo	off
/sys/class/nvme/nvme0/dhchap_secret	none
/sys/class/nvme/nvme0/firmware_rev	5.14.0-6
/sys/class/nvme/nvme0/dctype	none
/sys/class/nvme/nvme0/cntrltype	io
/sys/class/nvme/nvme0/state	live
/sys/class/nvme/nvme0/kato	5
/sys/class/nvme/nvme0/tls_key	
/sys/class/nvme/nvme0/serial	ha                  
/sys/class/nvme/nvme0/ctrl_loss_tmo	600
/sys/class/nvme/nvme0/dhchap_ctrl_secret	none
